id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,colorgroup
28504,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,Nike Men Woven Reflective Black Shorts,Black
43835,Women,Accessories,Jewellery,Earrings,Maroon,Summer,Casual,Royal Diadem Maroon Earrings,Red
31429,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,Highlander Men Grey Trousers,Grey
8614,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Fastrack Unisex Brown Gradient Sunglasses,Brown
49533,Women,Accessories,Bags,Clutches,Gold,Summer,Casual,Rocia Women Gold Clutch,Metallic
22802,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,Locomotive Men Purple Check Shirt,Purple
19243,Men,Apparel,Topwear,Jackets,Red,Fall,Casual,Puma Men Padded Vest Red Jacket,Red
13779,Men,Apparel,Bottomwear,Trousers,Cream,Fall,Casual,Belmonte Men Solid Cream Trousers,White
34967,Women,Accessories,Stoles,Stoles,Off White,Summer,Casual,Fabindia Women Off White Printed Stole,White
43009,Men,Footwear,Flip Flops,Flip Flops,White,Fall,Casual,Nike Men White Chroma Flip Flops,White
46749,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,Sports,Nike Men Blue Track Pants,Blue
16039,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Highlander Men Check Green Shirt,Green
28736,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,W Women Printed Purple Kurta,Purple
2920,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,DUSG Women's Green Polo T-shirt,Blue
34369,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men Black Extreme-XXX-Diet T-shirt,Black
19071,Women,Apparel,Topwear,Kurtas,Sea Green,Fall,Ethnic,W Women Solid Sea Green Kurta,Green
16805,Girls,Apparel,Bottomwear,Skirts,Black,Fall,Casual,ANT Kids Girls Printed Black Skirt,Black
49701,Men,Accessories,Ties,Ties,Red,Summer,Casual,Park Avenue Men Red Tie,Red
53895,Women,Accessories,Bags,Handbags,Pink,Summer,Casual,Kiara Women Pink Handbag,Pink
1799,Men,Apparel,Bottomwear,Track Pants,White,Summer,Sports,Domyos Men Blue & White Tracksuit,White
52947,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,FNF Multi Coloured Sari,Multi
25029,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,Nike Men Black Speed Fly Shorts,Black
5339,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,Fila Men's Union Navy Pink Shoe,Blue
33970,Women,Apparel,Dress,Dresses,Navy Blue,Summer,Casual,Femella Women Navy Blue Dress,Blue
59593,Women,Apparel,Saree,Sarees,Blue,Fall,Ethnic,FNF Blue & Purple Collection for Wedding Sari,Blue
28352,Men,Accessories,Eyewear,Sunglasses,Bronze,Winter,Casual,Idee Men Bronze Sunglasses,Metallic
13913,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Air Dictate MSL White Sports Shoes,White
29280,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,Wrangler Men Western Spirit Red Shirt,Red
22668,Unisex,Accessories,Bags,Backpacks,Grey,Winter,Casual,Wildcraft Unisex Gear for Life Grey Backpack,Grey
2578,Women,Apparel,Bottomwear,Capris,White,Summer,Casual,Domyos Women White Capri,White
7836,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,Puma Men Blue Sports Shoes,Blue
19415,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,Casual,ADIDAS Unisex Navy Blue Backpack,Blue
39012,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Fila Men Black Sports Shoes,Black
11678,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual,Lee Men Check Yellow Shirts,Yellow
33528,Women,Footwear,Shoes,Heels,Blue,Summer,Casual,Cobblerz Women Blue Sandals,Blue
58819,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Skechers Women Grey Casual Shoes,Grey
56983,Women,Footwear,Shoes,Flats,Blue,Winter,Casual,HM Women Blue Sandals,Blue
37188,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,United Colors of Benetton Boys Printed Red T-shirt,Red
57851,Women,Footwear,Shoes,Flats,Grey,Summer,Casual,Catwalk Women Grey Boots,Grey
39220,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Femella Women Black Dress,Black
14904,Women,Accessories,Wallets,Wallets,Black,Summer,Casual,United Colors of Benetton Women Solid Black Wallets,Black
10598,Women,Apparel,Topwear,Shirts,Blue,Fall,Casual,Flying Machine Women HS Blue Denim Shirt,Blue
14138,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,Formal,Belmonte Men Bright Assorted Steel Cufflinks,Grey
44648,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Arrow Woman Black Top,Black
27914,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,Scullers For Her Women Brown Trousers,Brown
28160,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,Casual,Ray-Ban Men Aviator Metallic Sunglasses,Metallic
31871,Women,Apparel,Topwear,Dupatta,Blue,Summer,Ethnic,Fabindia Women Blue Chanderi Dupatta,Blue
7238,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,Casual,Rockport Men's Stanton Bitt Choc Suede Shoe,Brown
48085,Women,Apparel,Dress,Dresses,Purple,Summer,Casual,French Connection Women Purple Dress,Purple
3698,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Tantra Women's Cool Yellow Long T-shirt,Yellow
8270,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,Casual,Mr.Men Charcoal Grey Printed T-shirt,Black
19627,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,United Colors of Benetton Men Printed White Tshirt,White
24130,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,ADIDAS Men Printed White T-shirt,White
10305,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Clarks Men Rocco Fuse Brown Casual Shoes,Black
1752,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,Lotto Men Red Epic T-shirt,Red
37527,Boys,Apparel,Topwear,Rompers,Blue,Summer,Casual,Madagascar3 Infant Boys Light Blue Snapsuit Romper,Blue
20590,Women,Accessories,Wallets,Wallets,Purple,Winter,Casual,Baggit Women Valley Camlincrush Purple Wallet,Purple
53062,Women,Accessories,Bags,Handbags,Black,Summer,Casual,Rocia Women Black Handbag,Black
59558,Women,Accessories,Jewellery,Bangle,Silver,Summer,Casual,Lucera Silver Bangle,Grey
15677,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,Highlander Men Classic Chinos Beige Trousers,Brown
32869,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,Wildcraft Unisex Black & Grey Backpack,Black
4220,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Probase Men's Graphic Grey T-shirt,Grey
45107,Men,Accessories,Watches,Watches,Black,Winter,Casual,CASIO ENTICER Men Black Printed Dial Watch A019 MQ-76-L1AUL,Black
19886,Unisex,Accessories,Headwear,Caps,Red,Fall,Casual,ADIDAS Originals Unisex Dicolor Red Cap,Red
3839,Women,Footwear,Shoes,Flats,Brown,Summer,Casual,Crocs Women Olivia Brown Sandal,Brown
51735,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Allen Solly Women Sunglasses AS177-C3,Brown
17120,Women,Accessories,Bags,Handbags,Black,Winter,Casual,Lino Perros Women Classic Black Handbag,Black
23315,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,W Women Green Printed Kurta,Green
18954,Men,Accessories,Socks,Socks,Brown,Summer,Casual,Levis Men Fader Stripes Flat Knit Crew Pack of 3 Socks,Brown
6577,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,Nike Men Arsenal Home Stadium Red Jersey,Red
47650,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Femella Women Black Lace Dress,Black
26667,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Women Femme White Sports Shoes,White
42322,Women,Apparel,Saree,Sarees,Maroon,Summer,Ethnic,Prafful Maroon Georgette Printed Saree,Red
48618,Women,Accessories,Jewellery,Earrings,Silver,Fall,Casual,Lucera Women Silver Earrings,Grey
18168,Girls,Apparel,Dress,Dresses,Pink,Fall,Casual,Doodle Kids Girls Party Frock Pink Dress,Pink
51507,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Women Indigo Blue Jeans,Blue
35042,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,Fabindia Women Silk Cream Kurta,White
7697,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,Jealous 21 Women Chic Melange Grey Top,Grey
34190,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Gini and Jony Boys Printed Red T-shirt,Red
54849,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,Casual,Ivory Tag Women Ethereal Brown Necklace,Metallic
6745,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men's Zoom Vomero White Shoe,White
17312,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Pepe Jeans Women Casual Sunglasses,Black
23127,Unisex,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,Converse Unisex Green Live,Green
42110,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Black Polo T-shirt,Black
3237,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Puma Women Espera White Red Shoe,White
19288,Women,Accessories,Watches,Watches,Red,Winter,Casual,Guess Women Party Girl Red Watch,Red
12660,Men,Apparel,Topwear,Shirts,Pink,Fall,Casual,Probase Men Stripes Pink Shirts,Pink
27587,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Scullers Men Yellow & Navy Blue Striped T-shirt,Yellow
40647,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,Span Women Purple Kurta,Purple
24302,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,Converse Unisex Blue Casual Shoes,Blue
10137,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Esprit Women Lissomy Brown Steel Watches,Grey
56722,Men,Footwear,Shoes,Casual Shoes,Maroon,Fall,Casual,Converse Men Maroon Shoes,Red
32267,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Vishudh Women Printed Green Kurta,Green
41795,Women,Apparel,Topwear,Tops,White,Summer,Casual,Remanika Women Red Printed Top,White
14597,Women,Apparel,Bottomwear,Stockings,Black,Summer,Casual,United Colors of Benetton Women Solid Black Stockings,Black
37715,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,John Players Men Polo Brown T-shirt,Brown
45335,Women,Footwear,Shoes,Heels,Beige,Summer,Casual,Cobblerz Women Beige & Green Sandals,Brown
21670,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fossil Men Black Dial Chronograph Watch CH2600,Black
6321,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Spring,Casual,Puma Unisex Arizona Light Blue White Flip Flop,Blue
47006,Women,Apparel,Topwear,Kurtis,Multi,Summer,Ethnic,Shree Women Multi Coloured Kurti,Multi
29079,Unisex,Accessories,Belts,Belts,Black,Winter,Casual,Fastrack Unisex Leather Black Belt,Black
22491,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,ADIDAS Men Response Cushion 20 Sport Shoes,White
51163,Men,Accessories,Socks,Socks,Beige,Summer,Casual,Raymond Men Beige Socks,Brown
35426,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men Pre L Boot White Sports Shoes,White
54411,Women,Accessories,Wallets,Wallets,Silver,Summer,Casual,Baggit Women Silver Wallet,Grey
2781,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Ediots Men's Who Cares Purple T-shirt,Purple
9369,Women,Accessories,Socks,Socks,Grey,Fall,Casual,Puma Women Stripe Grey Socks,Grey
30154,Men,Accessories,Belts,Belts,Black,Summer,Casual,Wrangler Men Canvas Black & Brown Belt,Black
28997,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Status Quo Men Printed White T-shirt,White
29845,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,Casual,Basics Men Khaki Trousers,Brown
3653,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Fila Men's Exotic White Shoe,White
12204,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Basics Men Green Striped T-shirt,Green
11481,Women,Apparel,Topwear,Tops,Green,Fall,Casual,United Colors of Benetton Women Light Winter Green Tops,Green
56346,Men,Accessories,Watches,Watches,Steel,Winter,Casual,Fastrack Men Steel Dial Watch,Grey
32603,Men,Accessories,Wallets,Wallets,Brown,Spring,,Levitate Men Brown Wallet,Brown
40223,Men,Accessories,Belts,Belts,Black,Summer,Casual,Provogue Men Black Leather Belt,Black
24766,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,Murcia Women Brown Handbag,Brown
57294,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,French Connection Men Grey Shirt,Grey
4476,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Men's Ikonis White Black Red Shoe,White
45751,Women,Apparel,Topwear,Kurtas,Magenta,Summer,Ethnic,Folklore Women Magenta Kurta,Purple
15021,Men,Apparel,Topwear,Jackets,Black,Fall,Sports,ADIDAS Men Solid Black Jackets,Black
1938,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Puma Men's Jamaica Jam Blues T-shirt,Blue
53634,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,ADIDAS Men Black Casual Shoes,Black
44683,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Wills Lifestyle Women Black Top,Black
32431,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,ADIDAS Men Black Shorts,Black
59900,Women,Accessories,Scarves,Scarves,Orange,Fall,Casual,Femella Women Multi Coloured Scarf,Orange
25486,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men Max Run Lite White Sports Shoes,White
24554,Men,Apparel,Topwear,Tshirts,Green,Spring,Casual,Wildcraft Men Green Printed T-Shirt,Green
10761,Unisex,Footwear,Flip Flops,Flip Flops,Red,Winter,Casual,Disney Unisex Kids Basic Red Flip Flops,Red
40011,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Park Avenue Men Brown Frame Sunglasses,Brown
21026,Women,Footwear,Shoes,Heels,Beige,Summer,Casual,Clarks Women Balti Zing Beige Heels,Brown
56948,Women,Footwear,Shoes,Heels,Grey,Winter,Casual,HM Women Grey Heels,Grey
4644,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Women Adi Primo Low White Silver Navy Shoe,White
37143,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wills Lifestyle Men Blue Gingham Shirt,Blue
5796,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,ADIDAS Men's Prt Green T-shirt,Green
53406,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,Alma Women Red Printed Kurta,Red
38937,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Gini and Jony Boys Blue Shorts,Blue
9967,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,Nike Men Ad Breakline Black Track Pants,Black
17544,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Mark Taylor Men Blue & White Striped Shirt,Blue
50283,Men,Accessories,Ties,Ties,Purple,Summer,Formal,Parx Men Purple Tie,Purple
28399,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Idee Women Brown Sunglasses,Brown
23771,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Oakley Women Brown Forsake Sunglasses,Brown
6113,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,UCB Men's United Colors Flock Black T-shirt,Black
47234,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Franco Leone Men Brown Sandals,Brown
51351,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Spykar Women Blue Jeans,Blue
16496,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Locomotive Men Printed Red TShirt,Red
43694,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,Casual,Doodle Girls Navy Blue Dress,Blue
54623,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fastrack Men Black Dial Watch,Black
12036,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Mark Taylor Men Solid White Shirts,White
3461,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men's Snova Sequence Black Uni Red Shoe,White
8089,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,ADIDAS Men Jawpaw II Black Shoe,Black
17782,Men,Accessories,Ties,Ties,Yellow,Fall,Formal,Reid & Taylor Men Stripes Yellow Tie,Yellow
48886,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,Lucera Women Silver Pendant with Chain,Grey
22465,Women,Apparel,Bottomwear,Leggings,Pink,Fall,Casual,Myntra Women Pink Patiala Salwar,Pink
16650,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Facit Men Polo Tee Navy Blue Tshirt,Blue
7207,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Jealous 21 Women Black Flower Print Pink Top,Pink
13322,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Gini and Jony Kids Boys Stripes Green Shirts,Green
50879,Women,Apparel,Saree,Sarees,Beige,Fall,Ethnic,Prafful Beige & Navy Blue Printed Sari,Brown
28963,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,BIBA Women Printed White Kurta,White
49168,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,Spykar Men Navy Blue  Shirt,Blue
31072,Women,Apparel,Topwear,Dupatta,Blue,Summer,Ethnic,Fabindia Women Blue Tussar Dupatta,Blue
19618,Women,Apparel,Topwear,Tops,Black,Summer,Casual,United Colors of Benetton Women Solid Black Top,Black
11475,Women,Apparel,Topwear,Shirts,Orange,Fall,Casual,United Colors of Benetton Women Light Winter Orange Shirts,Orange
25640,Men,Accessories,Watches,Watches,White,Winter,Casual,Fastrack Men White Casual Watch,White
41305,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Gini and Jony Boys Red & Blue Striped Tshirt,Red
33725,Women,Accessories,Belts,Belts,Orange,Summer,Casual,Pieces Women Orange Belt,Orange
4482,Men,Footwear,Shoes,Sports Shoes,Red,Summer,Sports,Puma Men Faas Red Silver Green Shoe,Red
20332,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Mr.Men Little Miss Men Printed Red Tshirt,Red
14107,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,Flying Machine Women Solid Purple Tops,Purple
44677,Women,Apparel,Topwear,Tunics,White,Summer,Casual,Wills Lifestyle Women Orange Printed Tunic,White
11647,Men,Accessories,Watches,Watches,Black,Winter,Casual,Puma Men Turbo Black Watch,Black
25472,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,Nike Men Liteforce Navy Blue Casual Shoes,Blue
10795,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,Wrangler Men Warnick Square Block Navy Blue Shirts,Blue
57052,Women,Apparel,Dress,Dresses,Blue,Summer,Casual,Elle Women Blue Dress,Blue
33517,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Cobblerz Women Black Peep Toes,Black
52520,Men,Apparel,Bottomwear,Shorts,Cream,Summer,Casual,Pepe Jeans Men Cream Cargo Shorts,White
39811,Men,Apparel,Bottomwear,Trousers,Navy Blue,Spring,Formal,Peter England Men Navy Blue Formal Trousers,Blue
36065,Unisex,Accessories,Bags,Backpacks,Beige,Summer,Casual,OTLS Unisex Beige Backpack,Brown
45597,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Arrow Men Brown Formal Shoes,Brown
44445,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,Casual,Gliders Unisex Red Spiner Flip Flops,Red
5762,Women,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Jealous 21 Women's White Blue Shorts,Blue
20100,Women,Apparel,Topwear,Kurtas,Mustard,Fall,Ethnic,Diva Women Embroided Mustard Kurta,Yellow
14335,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Nike Men Prowl Black Casual Shoes,Black
50277,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Arrow Men Brown Formal Shoes,Brown
9993,Women,Apparel,Bottomwear,Leggings,Beige,Fall,Casual,Urban Yoga Women Anga Beige Leggings,Brown
23785,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Oakley Women Black Beckon Sunglasses,Black
34732,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Men Iridium II Rubber White Sports Shoes,White
46312,Women,Accessories,Watches,Watches,Silver,Winter,Casual,Fossil Women Silver Dial Analog & Chronograph Watch CH2823,Grey
7035,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,s.Oliver Men's Superior Nasty Body Grey T-shirt,Grey
22657,Unisex,Accessories,Bags,Duffel Bag,Black,Winter,Casual,Wildcraft Unisex Black & Blue Duffel Bag,Black
16462,Men,Apparel,Topwear,Shirts,Brown,Fall,Casual,Locomotive Men Check Brown Shirt,Brown
8841,Men,Apparel,Bottomwear,Trousers,Cream,Summer,Casual,Scullers Men Scul Cream Trousers,White
2547,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,Numero Uno Men's Casual Graphic Green Flip Flop,Green
43660,Women,Apparel,Topwear,Tunics,Purple,Summer,Casual,ONLY Women Purple Tunic,Purple
13110,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,ADIDAS Men Rsp Ds 7in Navy Blue Shorts,Blue
7809,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Men's Mid Evo Leather Black Shoe,Black
3495,Women,Apparel,Topwear,Tshirts,White,Fall,Sports,ADIDAS Women Fresh Graphic White T-shirt,White
57436,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Angry Birds Women Blue T-shirt,Blue
40481,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Fila Men Grey Ultralite Sports Shoes,Grey
33173,Women,Apparel,Topwear,Tops,White,Summer,Casual,Sepia Women Printed Blue Top,White
39449,Women,Apparel,Topwear,Kurtas,Orange,Summer,Ethnic,Diva Women Orange Kurta,Orange
52978,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,FNF Multi Coloured Sari,Multi
11223,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Esprit Women Silver Glam Rock Houston Steel Watches,Grey
25016,Women,Footwear,Shoes,Flats,Beige,Fall,Casual,United Colors of Benetton Women Beige Ballerinas,Brown
20564,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual,Baggit Women Turnoff Taj Brown Wallet,Brown
53096,Women,Accessories,Jewellery,Earrings,Green,Winter,Ethnic,Fabindia Silver Earrings,Green
14751,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Arrow Men Blue Striped Shirt,Blue
15683,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,Casual,Highlander Men Classic Chinos Khaki Trousers,Brown
52144,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,Femella Women Green Polo T-Shirt,Green
36401,Men,Accessories,Socks,Socks,Black,Summer,Casual,Reid & Taylor Men Spots Black Socks,Black
7451,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Proline Men White Polo T-shirt,White
19872,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,Casual,ADIDAS Men Graffiti Black Flip Flops,Black
16006,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Turtle Stripes Men Green TShirt,Green
28709,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,Ethnic,W Women Printed Turquoise Blue Kurta,Blue
6583,Men,Apparel,Topwear,Tshirts,Red,Winter,Casual,Inkfruit Men's We Not Just Living Tomato Red T-shirt,Red
34356,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Myntra Men Blue Snapp Diet T-shirt,Blue
26693,Unisex,Accessories,Bags,Waist Pouch,Black,Winter,Casual,Wildcraft Unisex Casual Black Waist Pouch,Black
31624,Men,Apparel,Topwear,Shirts,Lavender,Summer,Formal,Indigo Nation Men Lavender Shirt,Purple
8419,Girls,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Doodle Girl's Crazy Funny Blue Teen Kidswear,Blue
2123,Women,Apparel,Topwear,Tops,Blue,Winter,Casual,Lee Women Blue Top,Blue
43204,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fastrack Men Black Dial Watch,Black
27741,Women,Accessories,Bags,Handbags,Red,Winter,Casual,Murcia Women Red Sling Bag,Red
22001,Women,Accessories,Bags,Handbags,Green,Winter,Casual,Murcia Women Casual Green Handbag,Green
16234,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Puma Men Disect White TShirt,White
46544,Men,Accessories,Watches,Watches,Black,Winter,Casual,Timex Men Black Dial Watch T2N516,Black
7663,Men,Apparel,Topwear,Tshirts,Green,Fall,Sports,Puma Men's Silly Point Green T-shirt,Green
34164,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,Gini and Jony Girls Red Top,Red
50421,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,U.S. Polo Assn. Men Navy Blue Boat Shoes,Blue
12694,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Atlntc Bl White Sports Shoes,White
13746,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Belmonte Men Check Blue Shirts,Blue
34958,Women,Apparel,Saree,Sarees,Red,Summer,Ethnic,Fabindia Red Jaipur Print Cotton Sari,Red
54081,Women,Apparel,Topwear,Kurtis,Red,Summer,Ethnic,Mumbai Slang Women Red Kurti,Red
2311,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,Nike Womens Pink T-shirt,Pink
43036,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Scullers Men White & Navy Blue Shirt,White
33341,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Homme Men Black Formal Shoes,Black
1594,Unisex,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Newfeel Unisex Grey Mesh Lightweight Shoe,Grey
5908,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,ADIDAS Men's Zeitfrie Blue Shoe,Blue
11011,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,Wrangler Women Smocked Yoke Blue Tops,Blue
25224,Women,Accessories,Bags,Backpacks,Purple,Winter,Casual,Lino Perros Women Sporty Purple Backpacks,Purple
32293,Men,Accessories,Watches,Watches,Black,Winter,Casual,Q&Q Men Black Dial Watch,Black
41761,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Remanika Women Printed Green Top,Green
20756,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Carlton London Women Casual Black Wedges,Black
14563,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Vans Men Rowley SPV Black Casual Shoes,Black
44213,Women,Footwear,Flip Flops,Flip Flops,White,Winter,Casual,iPanema Women White Flip Flops,White
5134,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,Wrangler Women's Folk Side Print Peach T-shirt,Pink
21684,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fossil Men Black Dial Chronograph Watch CH2732,Black
39227,Women,Apparel,Dress,Dresses,Purple,Summer,Casual,Femella Women Purple Tiered Dress,Purple
25678,Women,Accessories,Watches,Watches,White,Winter,Casual,Fastrack Women White Casual Watch,White
57258,Women,Accessories,Bags,Handbags,Orange,Summer,Casual,Murcia Women Orange Handbag,Orange
